timestamp,event_id,event_name,league,market_name,runner_name,back_odds,available_liquidity
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Match Odds,Cheonan City,1.83,143.23552
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Match Odds,Gimhae City,4.5,64.22639
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Match Odds,Draw,3.75,34.39367
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,OVER 0.5,1.05,623.03235
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,UNDER 0.5,13.5,53.32127
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,OVER 2.5,1.92,73.80013
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,UNDER 2.5,1.97,24.63656
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,OVER 3.5,3.4,19.6441
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,UNDER 3.5,1.36,243.96054
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,OVER 4.5,6.8,128.18485
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,UNDER 4.5,1.12,108.08362
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,OVER 1.5,1.3,99.67975
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,UNDER 1.5,3.8,26.98289
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,OVER 5.5,15.0,34.20464
2026-07-10T09:26:30.839051+00:00,33729163357800045,Cheonan City vs Gimhae City,Korea Republic K-League 2,Total,UNDER 5.5,1.04,8047.50191
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Match Odds,Suwon FC,1.79,66.28357
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Match Odds,Jeonnam Dragons,4.4,24.65577
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Match Odds,Draw,3.95,175.88567
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,OVER 1.5,1.2,300.41183
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,UNDER 1.5,5.0,287.8882
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,OVER 2.5,1.65,62.89697
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,UNDER 2.5,2.38,35.66434
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,OVER 3.5,2.7,93.57197
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,UNDER 3.5,1.52,39.18737
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,OVER 4.5,5.0,303.37675
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,UNDER 4.5,1.19,113.79741
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,OVER 0.5,1.03,113.79741
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,UNDER 0.5,17.5,41.42117
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,OVER 5.5,10.5,49.39392
2026-07-10T09:26:30.839051+00:00,33729168307700045,Suwon FC vs Jeonnam Dragons,Korea Republic K-League 2,Total,UNDER 5.5,1.06,586.60843
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Match Odds,Shandong Taishan,1.75,171.47891
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Match Odds,Yunnan Yukun,4.1,780.31017
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Match Odds,Draw,4.5,216.63212
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 1.5,1.08,916.23722
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 1.5,9.2,248.00796
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 5.5,5.1,415.32161
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 5.5,1.18,416.35
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 3.5,1.84,200.09573
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 3.5,2.1,207.65095
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 2.5,1.32,2124.29822
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 2.5,3.7,191.51988
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 4.5,2.92,532.33725
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 4.5,1.47,571.23955
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 0.5,1.01,1619.7133
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 0.5,26.0,10.56001
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 6.5,10.0,136.31147
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 6.5,1.07,699.3032
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,OVER 7.5,9.6,19.37
2026-07-10T09:26:30.839051+00:00,33720861974100045,Shandong Taishan vs Yunnan Yukun,China Super League,Total,UNDER 7.5,1.01,3461.08
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Match Odds,FC Inter 2,3.9,5.86859
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Match Odds,RoPS,1.77,16.42437
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Match Odds,Draw,4.6,15.28777
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 2.5,1.29,265.10823
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 2.5,3.85,194.43503
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 5.5,4.4,136.47337
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 5.5,1.17,587.74621
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 3.5,1.77,10.55852
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 3.5,2.14,41.06092
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 4.5,2.76,3.51951
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 4.5,1.49,18.7707
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 0.5,1.01,457.89235
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 0.5,26.0,4.41455
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 1.5,1.08,690.98037
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 1.5,9.2,63.70064
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,OVER 6.5,8.6,61.12267
2026-07-10T09:26:30.839051+00:00,33756413035100045,FC Inter 2 vs RoPS,Finland Ykkönen,Total,UNDER 6.5,1.06,587.67093
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Match Odds,CA River Plate Reserves,2.16,148.86245
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Match Odds,Racing Club Reserves,3.25,3.52949
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Match Odds,Draw,3.25,96.64553
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,OVER 3.5,3.5,12.90486
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,UNDER 3.5,1.3,77.13734
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,OVER 4.5,7.4,2.34634
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,UNDER 4.5,1.1,309.95821
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,OVER 0.5,1.06,173.17736
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,UNDER 0.5,9.4,4.69634
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,OVER 1.5,1.32,71.14951
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,UNDER 1.5,3.2,33.69774
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,OVER 2.5,1.98,9.1168
2026-07-10T09:26:30.839051+00:00,33766978535300045,CA River Plate Reserves vs Racing Club Reserves,Argentina Liga Profesional de Fútbol Reserves,Total,UNDER 2.5,1.82,2.34634
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Match Odds,KTP,1.34,49.76252
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Match Odds,JäPS,9.0,3.52949
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Match Odds,Draw,5.7,3.52387
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 3.5,2.44,57.84671
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 3.5,1.62,133.28355
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 2.5,1.56,900.23518
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 2.5,2.62,38.96609
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 4.5,4.4,252.57357
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 4.5,1.24,679.35583
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 5.5,8.6,61.17771
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 5.5,1.08,588.24728
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 1.5,1.17,191.93047
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 1.5,5.6,126.76962
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 0.5,1.02,365.686
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 0.5,17.5,7.6256
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 6.5,9.4,19.85064
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 6.5,1.01,1735.11837
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,OVER 7.5,12.0,15.15812
2026-07-10T09:26:30.839051+00:00,33713904121000045,KTP vs JäPS,Finland Ykkösliiga,Total,UNDER 7.5,1.01,917.54051
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Match Odds,Tampere United,1.76,16.43958
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Match Odds,SalPa,4.1,25.86393
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Match Odds,Draw,4.0,24.68829
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,OVER 3.5,2.2,482.36277
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,UNDER 3.5,1.54,856.48804
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,OVER 1.5,1.16,2072.45398
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,UNDER 1.5,5.0,117.64946
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,OVER 5.5,8.0,65.88369
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,UNDER 5.5,1.08,588.27083
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,OVER 2.5,1.48,1567.08966
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,UNDER 2.5,2.32,352.22526
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,OVER 4.5,3.9,160.00326
2026-07-10T09:26:30.839051+00:00,33756773009300045,Tampere United vs SalPa,Finland Ykkönen,Total,UNDER 4.5,1.21,588.23082
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Match Odds,Harju JK Laagri,2.08,18.79007
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Match Odds,Narva Trans,3.25,63.48419
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Match Odds,Draw,3.8,47.59958
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 3.5,2.62,362.84738
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 3.5,1.46,56.62034
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 4.5,4.8,196.57686
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 4.5,1.18,398.27877
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 5.5,10.0,51.76576
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 5.5,1.04,987.26515
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 1.5,1.21,587.81651
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 1.5,4.5,107.33813
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 2.5,1.58,49.3
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 2.5,2.24,152.66812
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 0.5,1.01,2838.72127
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 0.5,14.0,12.82
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 6.5,10.5,17.54
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,UNDER 6.5,1.01,3191.35312
2026-07-10T09:26:30.839051+00:00,33729775176800045,Harju JK Laagri vs Narva Trans,Estonia Meistriliiga,Total,OVER 7.5,12.5,14.49
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Match Odds,PK-35,1.65,39.9299
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Match Odds,KäPa,5.3,139.80225
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Match Odds,Draw,3.95,9.40507
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 2.5,1.85,15.27268
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 2.5,2.06,74.83997
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 1.5,1.27,310.14834
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 1.5,4.0,58.07536
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 3.5,3.15,265.28169
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 3.5,1.39,148.76185
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 4.5,6.2,160.16482
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 4.5,1.14,489.77609
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 5.5,13.5,37.64783
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 5.5,1.04,1001.76447
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 0.5,1.04,982.43067
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 0.5,13.5,54.95721
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 6.5,11.0,16.66
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,UNDER 6.5,1.01,1937.89634
2026-07-10T09:26:30.839051+00:00,33721413020900045,PK-35 vs KäPa,Finland Ykkösliiga,Total,OVER 7.5,13.5,13.33
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Match Odds,Real Pilar FC,1.99,243.94282
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Match Odds,Club Social y Deportivo Camioneros,4.5,27.03956
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Match Odds,Draw,2.92,156.57938
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,OVER 0.5,1.13,2128.10857
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,UNDER 0.5,6.0,188.17021
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,OVER 2.5,2.64,358.427
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,UNDER 2.5,1.38,587.82358
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,OVER 4.5,13.5,37.64783
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,UNDER 4.5,1.04,2473.5671
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,OVER 1.5,1.52,587.82404
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,UNDER 1.5,2.2,385.60763
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,OVER 3.5,5.7,223.8179
2026-07-10T09:26:30.839051+00:00,33756953139100045,Real Pilar FC vs Club Social y Deportivo Camioneros,Argentina Primera B Metropolitana,Total,UNDER 3.5,1.13,588.26845
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Match Odds,Villa San Carlos,2.88,42.15197
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Match Odds,San Martín Burzaco,2.76,40.74229
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Match Odds,Draw,2.62,46.71966
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,OVER 3.5,6.0,46.89507
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,UNDER 3.5,1.11,254.6821
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,OVER 0.5,1.13,253.25959
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,UNDER 0.5,5.1,56.47174
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,OVER 2.5,2.72,107.44863
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,UNDER 2.5,1.33,2.78486
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,OVER 1.5,1.56,180.81988
2026-07-10T09:26:30.839051+00:00,33756953166100045,Villa San Carlos vs San Martín Burzaco,Argentina Primera B Metropolitana,Total,UNDER 1.5,2.04,135.87967
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Match Odds,VPS,2.1,509.03935
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Match Odds,SJK,3.35,117.28246
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Match Odds,Draw,3.85,365.37494
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,OVER 3.5,2.58,130.081
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,UNDER 3.5,1.57,1374.86201
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,OVER 1.5,1.19,232.56141
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,UNDER 1.5,5.3,196.49604
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,OVER 2.5,1.63,140.55949
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,UNDER 2.5,2.46,451.03384
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,OVER 4.5,4.8,393.17528
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,UNDER 4.5,1.22,652.9603
2026-07-10T09:26:30.839051+00:00,33720955296700045,VPS vs SJK,Finland Veikkausliiga,Total,OVER 5.5,8.4,22.52
